SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN
3067E69020456129;Forest Road;27/12/2013 14:00;0.188;0.003
3067E69020456129;Forest Road;27/12/2013 15:00;0.212;0.003
3067E69020456129;Forest Road;27/12/2013 16:00;0.025;0.002
3067E69020456129;Forest Road;27/12/2013 17:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;27/12/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 04:00;0.003;0.002
3067E69020456129;Forest Road;28/12/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 14:00;0.088;0.078
3067E69020456129;Forest Road;28/12/2013 15:00;0.077;0.053
3067E69020456129;Forest Road;28/12/2013 16:00;0.047;0.002
3067E69020456129;Forest Road;28/12/2013 17:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;28/12/2013 21:00;0.002;0.001
3067E69020456129;Forest Road;28/12/2013 22:00;0.002;0.001
3067E69020456129;Forest Road;28/12/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;29/12/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;29/12/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;29/12/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;29/12/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;29/12/2013 04:00;0.002;0.001
3067E69020456129;Forest Road;29/12/2013 05:00;0.002;0.002
